num_requests_matched,cost,execution_time
200,98.80601501464844,0.9747702148742974
400,200.66949462890625,0.3142536608502269
600,299.58062744140625,0.5566719309426844
800,407.2242431640625,0.24599856697022915
1000,517.486083984375,0.40116945188492537
1200,629.18017578125,0.3441944969817996
1400,737.6806030273438,0.502979916986078
1600,849.8914794921875,0.4293423341587186
1800,961.05712890625,0.5833311779424548
2000,1071.35205078125,0.5562014100141823
2200,1184.76220703125,0.7188767921179533
2400,1298.68701171875,1.0291977929882705
2600,1419.3009033203125,0.9789206571877003
2800,1543.843017578125,1.26066753314808
3000,1670.3743896484375,1.3063252111896873
3200,1794.2825927734375,1.2941459082067013
3400,1913.32763671875,0.9713672352954745
3600,2030.01904296875,3.0244244267232716
3800,2157.67724609375,2.6231751679442823
4000,2285.92529296875,1.510294808074832
4200,2420.880859375,2.353056551888585
4400,2552.169921875,2.1233079279772937
4600,2694.085205078125,4.688522377982736
4800,2833.13037109375,3.329263823106885
5000,2970.39501953125,5.162428014911711
5200,3134.780029296875,5.386318162083626
5400,3294.872802734375,7.747120183892548
5600,3460.091064453125,5.546956338919699
5800,3613.3359375,6.143655539955944
6000,3729.807373046875,11.933673993684351
6200,3901.350341796875,5.189862576313317
6400,4086.052978515625,3.7587622818537056
6600,4260.98046875,4.1964350650087
6800,4447.330078125,4.136454402003437
7000,4627.5927734375,6.920588369946927
7200,4832.234375,12.35606025904417
7400,5034.2255859375,10.990080662071705
7600,5281.52685546875,13.551470255013555
7800,5513.8701171875,16.61504901200533
8000,5655.6767578125,28.61839811503887
8200,5951.9970703125,10.17528634192422
8400,6220.66015625,8.38236025488004
8600,6547.14306640625,34.38090434903279
8800,6902.52197265625,41.85043495707214
9000,7361.1962890625,80.48172520287335
9200,7849.521484375,151.44151557376608
9400,8731.4677734375,157.66450119111687
9600,10095.9013671875,339.12932625599205
9800,11901.7060546875,131.9413245501928
10000,15643.3651638031,56.62337287608534
