server_x,server_y,request_x,request_y
40.6977,-73.9361,40.763,-73.982
40.8053,-73.9617,40.7374,-73.9899
40.7266,-74.0074,40.7696,-73.9547
40.7573,-73.9761,40.7818,-73.9539
40.7741,-73.9527,40.7818,-73.9519
40.7901,-73.9521,40.7216,-73.989
40.73,-73.9909,40.802,-73.9558
40.7329,-74.0073,40.76,-73.9721
40.7488,-73.9917,40.7323,-73.9807
40.7579,-73.9888,40.7302,-73.9909
40.7416,-73.9029,40.7513,-73.9751
40.75,-73.9939,40.7783,-73.9829
40.7132,-74.0136,40.7658,-73.9657
40.7495,-73.9873,40.7468,-73.9746
40.7636,-73.9697,40.7555,-73.9623
40.7591,-73.9706,40.7312,-73.9884
40.6877,-73.9977,40.7515,-73.9941
40.7352,-73.9902,40.7652,-73.979
40.7415,-73.9852,40.7655,-73.9549
40.7612,-73.9866,40.7676,-73.953
40.7594,-73.9807,40.7295,-73.9781
40.7619,-73.979,40.7916,-73.9417
40.7397,-73.9796,40.6802,-73.9997
40.7581,-73.9812,40.7613,-73.9906
40.805,-73.9661,40.7462,-73.9851
40.751,-73.9906,40.7927,-73.9674
40.7567,-73.9771,40.7385,-73.9918
40.7893,-73.9526,40.7772,-73.9636
40.766,-73.9834,40.7469,-73.9895
40.7619,-73.9789,40.778,-73.9545
40.7566,-73.9838,40.7508,-73.9908
40.7495,-73.9919,40.752,-73.9735
40.7565,-73.9787,40.7585,-73.9863
40.7376,-73.9918,40.7764,-73.983
40.722,-73.9858,40.7654,-73.9836
40.7532,-73.9748,40.7543,-73.9958
40.7575,-73.9268,40.775,-73.9507
40.7602,-73.979,40.7752,-73.9607
40.7992,-73.9649,40.756,-73.9714
40.8659,-73.9248,40.7695,-73.9672
40.7527,-73.9751,40.735,-73.9905
40.751,-73.9869,40.7328,-73.9875
40.7645,-73.9554,40.7885,-73.947
40.7148,-74.0138,40.7324,-73.9968
40.7698,-73.99,40.7674,-73.9535
40.7483,-73.9892,40.7933,-73.9672
40.7272,-73.9918,40.7621,-73.9785
40.7884,-73.9533,40.7112,-74.0161
40.7659,-73.9544,40.7889,-73.9667
40.7569,-73.9717,40.7694,-73.952
40.7348,-73.9942,40.7607,-73.9693
40.739,-73.9909,40.7249,-73.9843
40.7773,-73.9551,40.7513,-73.9941
40.7546,-73.9877,40.7754,-73.9765
40.7736,-73.9634,40.7646,-73.9664
40.7387,-73.9923,40.7604,-73.9584
40.7716,-73.9884,40.7601,-73.9698
40.7558,-73.9984,40.7301,-74.0068
40.7432,-73.9838,40.7353,-73.9858
40.7784,-73.9832,40.7636,-73.9637
40.7052,-74.0136,40.7776,-73.9462
40.781,-73.9531,40.7589,-73.9958
40.7663,-73.9814,40.7439,-73.9765
40.7532,-73.9872,40.7654,-73.9548
40.786,-73.9786,40.7522,-73.9704
40.8002,-73.9658,40.7459,-73.9906
40.712,-74.0155,40.7301,-74.0069
40.7625,-73.9739,40.7791,-73.9812
40.7703,-73.9604,40.7925,-73.9715
40.6688,-73.98,40.7547,-73.9737
40.7068,-74.0077,40.7783,-73.9586
40.7531,-73.9868,40.764,-73.9647
40.7511,-73.9738,40.6687,-73.994
40.7533,-73.9741,40.786,-73.9785
40.7589,-73.9791,40.7762,-73.9601
40.734,-73.9984,40.7661,-73.9132
40.7745,-73.8713,40.7783,-73.9856
40.7016,-73.9918,40.7501,-73.9914
40.7413,-73.9937,40.7603,-73.9615
40.7399,-73.9856,40.7587,-73.9657
40.7829,-73.9509,40.7621,-73.9864
40.7517,-74.005,40.755,-73.988
40.7437,-74.0072,40.7561,-73.9907
40.7592,-73.9828,40.7982,-73.9692
40.7854,-73.9729,40.7763,-73.947
40.735,-73.9919,40.7812,-73.9565
40.7138,-74.012,40.7996,-73.9699
40.7626,-73.9787,40.7845,-73.954
40.7506,-73.991,40.7048,-74.0156
40.7688,-73.9624,40.7666,-73.9687
40.7139,-74.0055,40.7096,-74.0104
40.7538,-73.9763,40.7062,-74.0165
40.7768,-73.9618,40.7721,-73.9588
40.768,-73.8613,40.8009,-73.9617
40.7253,-73.9969,40.7506,-73.9869
40.737,-74.0005,40.7707,-73.9605
40.7212,-73.9937,40.7589,-73.9887
40.7554,-73.9861,40.7341,-73.9909
40.7605,-73.9806,40.73,-73.9894
40.7679,-73.8613,40.7295,-74.0068
40.7741,-73.9824,40.767,-73.9565
40.7502,-73.9742,40.7809,-73.98
40.7417,-73.9898,40.7588,-73.972
40.7435,-73.9823,40.747,-73.997
40.7782,-73.9851,40.7507,-73.9909
40.7874,-73.9549,40.7499,-73.9913
40.753,-73.9929,40.7492,-73.9778
40.7583,-73.9658,40.7621,-73.9784
40.7747,-73.9809,40.7558,-73.9905
40.7433,-73.9843,40.7531,-73.9778
40.7604,-73.9758,40.7648,-73.9726
40.7564,-73.9867,40.7499,-73.9934
40.7662,-73.9946,40.755,-74.0027
40.7499,-73.9862,40.7938,-73.9669
40.6677,-73.9876,40.7291,-73.977
40.7037,-74.0098,40.736,-73.9977
40.7501,-73.9914,40.7562,-73.9763
40.7858,-73.9553,40.7542,-73.976
40.7707,-73.8652,40.7642,-73.9808
40.7505,-73.9831,40.7619,-73.979
40.7751,-73.9457,40.7504,-73.9947
40.7534,-73.9895,40.745,-73.9976
40.7632,-73.9719,40.7424,-73.9932
40.7339,-74.0071,40.7679,-73.9933
40.7297,-73.9921,40.7889,-73.9758
40.7518,-73.9708,40.75,-73.9912
40.7769,-73.9617,40.774,-73.8733
40.758,-73.9705,40.7635,-73.9825
40.7482,-74.0009,40.7552,-73.9839
40.76,-73.9734,40.7749,-73.9609
40.7492,-73.9797,40.7508,-74.0018
40.7431,-73.9931,40.7569,-73.9719
40.7477,-73.9947,40.7991,-73.9609
40.7602,-73.9595,40.7318,-73.9855
40.7445,-73.9924,40.7471,-73.9815
40.7608,-73.9721,40.7653,-73.984
40.7578,-73.9738,40.7715,-73.8665
40.7457,-73.9821,40.7579,-73.9605
40.7631,-73.973,40.7466,-74.0016
40.7578,-73.9164,40.7556,-73.9912
40.7588,-73.9852,40.7262,-73.977
40.7173,-74.0108,40.8126,-73.9608
40.7903,-73.9674,40.742,-73.9748
40.7501,-73.9916,40.7656,-73.9546
40.7594,-73.9725,40.7834,-73.9527
40.794,-73.9702,40.7545,-73.9692
40.7993,-73.965,40.7401,-73.9867
40.7545,-73.9801,40.7726,-73.9465
40.7497,-73.9879,40.7055,-74.0095
40.7701,-73.9604,40.7387,-73.9804
40.7608,-73.9908,40.7755,-73.9828
40.7896,-73.9525,40.7526,-73.9817
40.739,-73.9852,40.762,-73.9842
40.7482,-74.0054,40.7469,-74.0049
40.7511,-73.9906,40.7619,-73.9254
40.7692,-73.9636,40.7459,-73.9726
40.7903,-73.9673,40.7896,-73.9432
40.7635,-73.9745,40.7745,-73.958
40.7676,-73.8613,40.7703,-73.9803
40.7813,-73.976,40.7945,-73.9664
