server_x,server_y,request_x,request_y
40.817,-73.9385,40.7304,-73.9843
40.6683,-73.9805,40.7713,-73.9533
40.7502,-73.9773,40.7188,-73.988
40.7534,-73.975,40.748,-73.9782
40.7626,-73.9723,40.7568,-73.9926
40.7099,-74.015,40.7888,-73.9762
40.7644,-73.9615,40.7961,-73.9352
40.789,-73.9665,40.7818,-73.956
40.791,-73.9535,40.7328,-73.9744
40.7614,-73.9868,40.7328,-73.9875
40.7556,-73.9831,40.7745,-73.9512
40.7786,-73.978,40.7627,-73.9739
40.7608,-73.9737,40.7463,-73.9914
40.7665,-73.9571,40.7382,-73.9876
40.7431,-73.9878,40.7867,-73.9682
40.7569,-73.9742,40.7418,-73.9049
40.774,-73.8718,40.791,-73.9472
40.7423,-73.9982,40.7698,-73.965
40.7801,-73.9548,40.7339,-73.981
40.7573,-73.9822,40.7409,-73.995
40.7432,-73.9843,40.7576,-73.9723
40.7771,-73.9822,40.7152,-74.0162
40.7949,-73.9736,40.7687,-73.9581
40.7174,-73.9917,40.798,-73.9638
40.742,-74.0002,40.7823,-73.9488
40.7642,-73.9555,40.7939,-73.9739
40.7794,-73.9598,40.7771,-73.9492
40.7594,-73.9723,40.7546,-73.9686
40.7742,-73.9632,40.78,-73.9574
40.7824,-73.9455,40.7146,-74.0082
40.7763,-73.9481,40.7152,-74.0162
40.7114,-74.015,40.7644,-73.9584
40.7632,-73.9697,40.7695,-73.8634
40.7494,-73.9955,40.7522,-74.0009
40.7772,-73.9866,40.6813,-73.9754
40.7569,-73.9723,40.7511,-73.9941
40.7406,-73.9862,40.7484,-73.9846
40.754,-73.9997,40.7543,-73.9958
40.734,-73.9951,40.8004,-73.9696
40.7574,-73.9779,40.7845,-73.9477
40.7576,-73.9737,40.7567,-73.9694
40.7402,-73.9861,40.767,-73.9535
40.7642,-73.978,40.7626,-73.9657
40.7727,-73.9522,40.7408,-74.0018
40.7194,-73.9769,40.7441,-73.9718
40.7623,-73.9729,40.7702,-73.9573
40.7443,-73.975,40.7688,-73.8826
40.7559,-73.9749,40.7822,-73.9827
40.7542,-73.9827,40.7991,-73.9705
40.742,-74.0046,40.7439,-73.9767
40.7528,-73.9891,40.7824,-73.9715
40.7159,-74.0048,40.7346,-73.9863
40.7359,-73.9979,40.7329,-74.0072
40.7802,-73.9591,40.7713,-73.9505
40.75,-73.9717,40.7521,-73.9782
40.7253,-74.0093,40.7495,-73.9954
40.7526,-73.9931,40.6788,-73.9998
40.7559,-73.9649,40.7939,-73.9726
40.7418,-74.0049,40.7348,-73.9863
40.7537,-73.9744,40.764,-73.9691
40.762,-73.9717,40.6475,-73.7895
40.7855,-73.9502,40.7546,-73.9656
40.7595,-73.97,40.7642,-73.9883
40.7545,-73.9756,40.7754,-73.9499
40.7714,-73.9563,40.732,-73.9881
40.7482,-73.9925,40.7783,-73.9856
40.7642,-73.9693,40.8063,-73.9424
40.7593,-73.9733,40.7664,-73.9826
40.7668,-73.9787,40.7976,-73.9604
40.7268,-73.9947,40.7366,-73.9887
40.7544,-73.9841,40.7613,-73.9892
40.7524,-73.9784,40.7559,-73.9678
40.7701,-73.9877,40.7883,-73.9441
40.7527,-73.9781,40.7251,-73.9922
40.7455,-73.9866,40.751,-73.9907
40.7592,-73.9804,40.7586,-73.9659
40.7348,-73.9967,40.7841,-73.9542
40.7335,-74.0042,40.764,-73.9809
40.7537,-73.989,40.7506,-73.982
40.8096,-73.9591,40.7558,-73.9787
40.7241,-73.9961,40.7769,-73.9771
40.7604,-73.9796,40.7654,-73.9678
40.757,-73.967,40.7699,-73.9587
40.6777,-73.9554,40.7697,-73.9518
40.7701,-73.9594,40.7572,-73.97
40.7507,-73.9757,40.7717,-73.9825
40.7609,-73.9593,40.7356,-73.9849
40.7779,-73.9631,40.7511,-73.9942
40.7413,-73.9937,40.7473,-73.9813
40.7803,-73.9755,40.7551,-73.9732
40.7497,-73.9913,40.7341,-73.9952
40.736,-73.9976,40.7248,-73.9976
40.732,-73.9861,40.7456,-73.9788
40.7466,-73.9938,40.7375,-73.9924
40.7842,-73.9795,40.7462,-73.9717
40.7705,-73.9545,40.7373,-73.9966
40.7802,-73.9593,40.7864,-73.9547
40.7591,-73.9705,40.7502,-73.9949
40.7626,-73.9787,40.7352,-73.9864
40.6962,-73.9701,40.7493,-73.9794
40.7519,-73.9755,40.756,-73.9909
40.8278,-73.9221,40.7446,-73.9759
40.7135,-74.0107,40.7735,-73.9642
40.7193,-74.0018,40.7996,-73.9474
40.755,-73.9794,40.7586,-73.9772
40.7116,-74.0104,40.7266,-73.9941
40.753,-73.9956,40.7782,-73.9454
40.7493,-73.9922,40.7335,-73.9955
40.7576,-73.9773,40.7605,-74.0028
40.7651,-73.9788,40.7677,-73.9643
40.7803,-73.9469,40.747,-73.9832
40.7416,-73.9973,40.7494,-73.992
40.7361,-73.9878,40.7332,-73.9761
40.7175,-74.0014,40.7468,-73.9795
40.7367,-73.9907,40.767,-73.9566
40.7673,-73.9862,40.7063,-74.0164
40.7597,-73.9774,40.8272,-73.9463
40.6457,-73.7763,40.7579,-73.9664
40.7253,-73.9969,40.7374,-73.9842
40.7409,-73.9979,40.7441,-73.9961
40.7417,-73.9853,40.732,-73.9822
40.7604,-73.9738,40.7787,-73.9538
40.7731,-73.961,40.7789,-73.9816
40.7599,-73.9739,40.7741,-73.8746
40.751,-73.9682,40.7566,-73.9901
40.7648,-73.9582,40.7493,-73.992
40.6842,-73.9921,40.7595,-73.975
40.7024,-74.0114,40.7622,-73.9787
40.7836,-73.9535,40.7569,-73.997
40.7561,-73.9646,40.7703,-73.9666
40.7329,-73.9964,40.7764,-73.9822
40.7055,-74.0069,40.7745,-73.9635
40.7526,-73.9814,40.7346,-73.9909
40.7878,-73.9753,40.7663,-73.9652
40.7201,-73.9885,40.7772,-73.9462
40.7717,-73.9655,40.7587,-73.975
40.7463,-73.9977,40.7449,-74.0085
40.7557,-73.9868,40.7833,-73.9795
40.7613,-73.9738,40.7809,-73.9762
40.7801,-73.9732,40.7542,-73.9919
40.7562,-73.9788,40.7799,-73.9553
40.7479,-73.9876,40.7566,-73.9702
40.7137,-74.0123,40.7533,-73.9786
40.7086,-74.0061,40.7548,-74.0067
40.7415,-73.9752,40.7562,-73.9833
40.7619,-73.9792,40.7271,-74.0074
40.7536,-73.9961,40.7588,-73.966
40.7582,-73.9768,40.765,-73.9817
40.7545,-73.9735,40.8111,-73.9631
40.7277,-74.0013,40.7664,-73.952
40.7164,-74.0054,40.7619,-73.9708
