server_x,server_y,request_x,request_y
40.7461,-74.0043,40.8107,-73.9524
40.7189,-73.9564,40.7347,-73.9907
40.7502,-73.9853,40.7026,-73.9652
40.6988,-73.9379,40.7663,-73.9791
40.7559,-73.9647,40.7559,-73.9909
40.7556,-73.9729,40.7073,-74.017
40.7492,-73.9894,40.8029,-73.9566
40.7626,-73.9677,40.7735,-73.9781
40.78,-73.9617,40.7768,-73.9632
40.7452,-73.9981,40.7514,-73.9941
40.7212,-74.0101,40.7564,-73.9643
40.762,-73.9875,40.7641,-73.9649
40.7795,-73.9816,40.7796,-73.9535
40.7743,-73.8724,40.7266,-73.9995
40.7512,-73.9783,40.7484,-73.9784
40.7529,-73.9793,40.7572,-73.9972
40.761,-73.9828,40.728,-74.0018
40.7678,-73.9842,40.7714,-73.9819
40.7242,-73.9788,40.7662,-73.9633
40.7148,-74.0136,40.7961,-73.9357
40.7626,-73.9701,40.7616,-73.9861
40.7639,-73.9762,40.7435,-73.996
40.7575,-73.9737,40.7784,-73.9515
40.8098,-73.9624,40.7629,-73.9822
40.7246,-73.982,40.6447,-73.782
40.7515,-73.9762,40.7451,-73.9787
40.737,-74.001,40.763,-73.9823
40.7839,-73.9703,40.7888,-73.978
40.7534,-73.9866,40.7786,-73.9855
40.7585,-73.9692,40.7392,-73.9829
40.709,-74.0024,40.7462,-73.9794
40.7485,-73.9731,40.7912,-73.9737
40.7558,-73.9854,40.6447,-73.9743
40.7509,-73.9909,40.7627,-73.9822
40.7873,-73.9543,40.7575,-73.9695
40.7506,-73.9944,40.7582,-73.9926
40.7583,-73.9705,40.7524,-73.9675
40.7444,-73.9888,40.7439,-73.9836
40.7534,-73.9852,40.72,-73.9898
40.7163,-74.0047,40.6846,-73.9787
40.7642,-73.9712,40.7829,-73.9798
40.7651,-73.9575,40.7391,-73.977
40.7667,-73.9534,40.7914,-73.9743
40.7389,-73.9852,40.6448,-73.7974
40.7534,-73.9727,40.7864,-73.9783
40.7641,-73.9731,40.7562,-73.977
40.7982,-73.9636,40.7309,-74.0068
40.7739,-73.9596,40.7277,-73.9911
40.7038,-74.0082,40.7443,-73.973
40.7135,-74.0113,40.7796,-73.9555
40.7157,-74.0115,40.7143,-73.9881
40.7575,-73.9713,40.7813,-73.9521
40.7828,-73.9528,40.7368,-73.9889
40.7507,-73.9787,40.7632,-73.974
40.7657,-73.972,40.7673,-73.9817
40.727,-74.0057,40.7436,-73.9922
40.757,-73.9827,40.7442,-74.0051
40.7569,-73.9862,40.7152,-74.016
40.7943,-73.9366,40.7689,-73.9612
40.7622,-73.9658,40.7586,-73.9773
40.7501,-73.9745,40.7499,-73.9916
40.7501,-73.9795,40.7545,-73.9884
40.7818,-73.9757,40.7196,-73.9775
40.7474,-73.9913,40.7689,-73.9632
40.7609,-73.969,40.7988,-73.9414
40.7601,-73.985,40.7023,-74.0135
40.7831,-73.9464,40.784,-73.9545
40.743,-73.9923,40.7921,-73.9717
40.7821,-73.9555,40.7579,-73.9713
40.774,-73.9455,40.7646,-73.9775
40.7256,-74.004,40.7444,-73.9273
40.7435,-73.9859,40.7479,-73.9807
40.7379,-73.9879,40.7903,-73.973
40.7163,-73.9795,40.7497,-73.9914
40.7264,-74.0063,40.7313,-73.9822
40.7139,-73.9844,40.7424,-73.9967
40.7639,-73.9541,40.7949,-73.9735
40.7509,-73.976,40.7868,-73.9684
40.7309,-73.983,40.7498,-73.9914
40.7872,-73.9543,40.7557,-73.9911
40.7626,-73.9677,40.7641,-73.9557
40.7415,-74.0046,40.7496,-74.0029
40.7646,-73.982,40.7383,-73.9961
40.7793,-73.9621,40.743,-73.9844
40.6637,-73.9556,40.7741,-73.8732
40.8075,-73.9605,40.7837,-73.9801
40.756,-73.9755,40.7688,-73.8627
40.7779,-73.9545,40.74,-73.9903
40.7417,-73.9749,40.7552,-73.987
40.7828,-73.9459,40.7304,-73.9925
40.7415,-73.9752,40.7588,-73.972
40.7505,-73.9785,40.7608,-73.9847
40.7592,-73.9828,40.6436,-73.7897
40.7625,-73.9725,40.7524,-73.9778
40.7396,-73.9767,40.7521,-73.9845
40.7335,-73.9916,40.7901,-73.9658
40.7137,-74.0053,40.747,-73.9933
40.7506,-73.9946,40.7294,-73.9899
40.7072,-74.006,40.7631,-73.9805
40.7139,-74.0145,40.7903,-73.9749
40.8041,-73.9666,40.7078,-74.0156
40.7608,-73.9725,40.7254,-74.0012
40.7745,-73.9577,40.7489,-73.9777
40.7529,-73.9785,40.7775,-73.9891
40.7529,-73.9891,40.7617,-73.9788
40.7625,-73.9789,40.7411,-73.9982
40.7535,-73.9926,40.7609,-73.9711
40.7516,-73.9741,40.7484,-74.0036
40.7297,-73.9976,40.7384,-73.9835
40.7424,-73.9848,40.7884,-73.9783
40.7792,-73.9557,40.7909,-73.9537
40.7559,-73.9713,40.7702,-73.9239
40.7597,-73.9731,40.7624,-73.966
40.7271,-74.0001,40.7562,-73.9721
40.7653,-73.9589,40.7823,-73.9789
40.7596,-73.9787,40.7497,-73.9939
40.7391,-73.9876,40.7851,-73.9696
40.8394,-73.9415,40.7615,-74.0002
40.7503,-73.9912,40.7167,-74.0065
40.771,-73.9517,40.8126,-73.9608
40.7407,-73.9921,40.7497,-73.9916
40.7664,-73.9831,40.746,-73.98
40.7654,-73.9587,40.7689,-73.9852
40.7617,-73.9686,40.7196,-73.9995
40.7786,-73.9783,40.7642,-73.9558
40.7489,-73.9773,40.7491,-73.9776
40.7847,-73.9722,40.7534,-73.9853
40.7498,-73.9103,40.7858,-73.9801
40.7213,-74.0017,40.7699,-73.8631
40.7559,-73.9647,40.7452,-73.9985
40.7668,-73.954,40.7237,-73.9965
40.7021,-74.0103,40.7054,-74.0093
40.7424,-73.9919,40.7494,-73.992
40.7696,-73.954,40.7701,-73.9608
40.7058,-74.0131,40.737,-73.9844
40.7523,-73.9971,40.7543,-73.9766
40.7566,-73.9764,40.7615,-73.9828
40.7669,-73.9671,40.7524,-73.9897
40.7509,-73.9838,40.791,-73.9654
40.7744,-73.8713,40.7603,-73.9737
40.7586,-73.9925,40.7579,-73.9716
40.7559,-73.9747,40.7796,-73.9556
40.7594,-73.9814,40.7861,-73.9531
40.7419,-73.9749,40.7279,-73.9761
40.7957,-73.9663,40.723,-74.0031
40.7597,-73.9806,40.7403,-73.9862
40.7648,-73.9534,40.7772,-73.9572
40.7517,-74.0014,40.745,-73.9943
40.7146,-74.016,40.7343,-73.9783
40.7654,-73.9656,40.7239,-73.9965
40.7396,-73.9764,40.7532,-73.9699
40.7583,-73.9774,40.7636,-73.9733
40.7538,-73.987,40.7793,-73.9553
40.7361,-73.991,40.7406,-73.9864
40.7504,-73.9909,40.7559,-73.9831
40.7598,-73.9808,40.7866,-73.9722
40.6442,-73.7822,40.763,-73.9699
40.759,-73.9721,40.7709,-73.9674
40.7403,-73.9787,40.7798,-73.9565
40.7744,-73.8731,40.7686,-73.9582
40.6778,-73.9651,40.7799,-73.9553
40.7601,-73.9693,40.7349,-73.9833
40.6951,-74.1773,40.7675,-73.9592
40.7641,-73.9773,40.7026,-74.0126
40.7579,-73.9693,40.7111,-74.0158
40.7595,-74.0029,40.7378,-73.9924
40.7629,-73.9677,40.7705,-73.9642
40.6441,-74.0826,40.7698,-73.9846
40.8543,-73.7908,40.7032,-74.0118
40.7241,-73.9904,40.7526,-73.9673
40.7494,-73.9867,40.7876,-73.9748
40.7765,-73.9496,40.7614,-73.9639
40.7408,-73.9876,40.7457,-73.9777
40.6803,-74.0074,40.7688,-73.9574
40.7534,-73.9929,40.8467,-73.94
40.7744,-73.8731,40.746,-74.0016
40.7715,-73.9656,40.7578,-73.9716
40.7626,-73.9813,40.7478,-73.9893
40.775,-73.9805,40.6452,-73.777
40.7788,-73.9561,40.7693,-73.9652
40.7368,-73.9977,40.7208,-74.0006
40.7312,-74.0027,40.7739,-73.9825
40.7586,-73.9933,40.7955,-73.9342
40.762,-73.9789,40.7649,-73.959
40.7769,-73.9754,40.7832,-73.9553
40.7621,-73.9663,40.7485,-73.9731
40.7601,-73.9846,40.7594,-73.9887
40.7551,-73.9904,40.7577,-73.9779
40.7403,-74.0079,40.7655,-73.9633
40.7797,-73.9616,40.7277,-74.0072
40.7565,-73.9682,40.7367,-73.9785
40.7583,-73.982,40.6436,-73.79
40.6967,-73.9695,40.7428,-73.9925
40.7225,-74.0026,40.6487,-73.7836
40.7344,-73.9804,40.7621,-73.9683
40.7192,-74.0015,40.733,-73.991
40.7626,-73.9731,40.72,-74.0099
40.7477,-74.0041,40.7386,-73.9916
40.7477,-73.9788,40.7534,-73.9824
40.6903,-74.1781,40.7497,-73.975
40.7684,-73.9825,40.7469,-73.9744
40.7457,-73.9901,40.751,-73.9682
40.7189,-74.0049,40.7738,-73.9656
40.7819,-73.958,40.7642,-73.9547
40.7559,-73.9741,40.7622,-73.9771
40.6878,-74.1813,40.7605,-73.9748
40.7465,-73.9818,40.7467,-73.9817
40.7388,-73.9846,40.7444,-73.9875
40.7599,-73.9829,40.7725,-73.9787
40.77,-73.9544,40.7566,-73.9702
40.714,-74.0117,40.759,-73.9849
40.7605,-73.9696,40.804,-73.967
40.7285,-74.0054,40.764,-73.9811
40.7309,-73.9855,40.7108,-74.0161
40.756,-73.9709,40.7558,-73.9875
40.7622,-73.9724,40.7062,-74.0142
40.7561,-73.9989,40.7648,-73.9729
40.7647,-73.9682,40.7439,-73.9856
40.7653,-73.9751,40.7092,-74.0169
40.7616,-73.9792,40.7648,-73.9703
40.7394,-74.0028,40.777,-73.9492
40.7264,-73.9962,40.7771,-73.964
40.743,-73.9875,40.7823,-73.9723
40.7599,-73.9732,40.7649,-73.9668
40.7651,-73.9768,40.7423,-73.991
40.7688,-73.9501,40.7826,-73.9481
40.7572,-73.9756,40.7346,-73.9907
40.7583,-73.9822,40.7781,-73.9607
40.6438,-73.7833,40.7513,-73.9829
40.7092,-74.0149,40.7517,-74.0049
40.8047,-73.9499,40.7738,-73.8709
40.7703,-73.8647,40.7423,-73.9749
40.7411,-74.0031,40.774,-73.8734
40.7314,-74.0022,40.7415,-73.9856
40.7083,-74.0166,40.786,-73.9508
40.7584,-73.9183,40.6446,-73.7823
40.759,-73.9863,40.7602,-73.9948
40.7402,-74.0035,40.7089,-73.9452
40.7493,-73.9921,40.7262,-74.0056
40.7252,-74.0003,40.7163,-73.9799
40.748,-73.9786,40.7505,-73.979
40.7912,-73.9796,40.7257,-73.9838
40.7649,-73.9726,40.7539,-73.9743
40.7465,-73.9895,40.7662,-73.9789
40.7322,-73.989,40.7623,-73.9601
40.8051,-73.9393,40.7634,-73.9928
40.7451,-74.0055,40.7508,-73.9684
40.7602,-73.9753,40.771,-73.9905
40.7417,-73.9897,40.7602,-73.9785
40.7561,-73.9766,40.7442,-73.9921
40.7663,-73.956,40.7407,-73.9896
40.7646,-73.9708,40.7687,-73.8628
40.7655,-73.9313,40.7696,-73.8635
40.7077,-74.0039,40.7559,-73.9715
40.7116,-74.0156,40.7736,-73.9459
40.7773,-73.9856,40.7763,-73.9622
40.7294,-73.9897,40.7275,-74.0032
40.7509,-73.9964,40.7669,-73.954
40.773,-73.9896,40.7974,-73.9698
40.7499,-73.9742,40.7606,-73.9645
40.7533,-73.9781,40.7243,-73.9931
40.7054,-74.0069,40.7382,-74.0094
40.753,-73.9782,40.7322,-73.9884
40.7355,-74.0018,40.7596,-73.9797
40.7607,-73.9591,40.7627,-73.9784
40.7544,-73.9918,40.746,-73.9906
40.7439,-73.9735,40.725,-73.9923
40.7897,-73.9737,40.7265,-73.9989
40.7526,-73.9753,40.7737,-73.8708
40.7407,-73.9948,40.7213,-73.9885
40.7575,-73.9824,40.7001,-73.9828
40.7659,-73.9552,40.7628,-73.9896
40.7482,-73.9712,40.7557,-73.9895
40.7343,-74.0074,40.8046,-73.9373
40.7567,-73.981,40.7323,-74.0017
40.7544,-73.9658,40.7147,-74.0152
40.7773,-73.9824,40.7755,-73.9802
40.761,-73.9889,40.7676,-73.9663
40.67,-73.9476,40.7591,-73.9748
40.7649,-73.9941,40.7644,-73.9645
40.8097,-73.9627,40.7355,-73.9941
40.7486,-73.9874,40.7404,-74.0053
40.7647,-73.8858,40.7802,-73.9615
40.818,-73.9379,40.7607,-73.9611
40.715,-73.9836,40.7631,-73.9785
40.6857,-73.9292,40.7741,-73.9822
40.7207,-74.0052,40.7648,-73.9643
40.7077,-74.0118,40.7406,-73.9868
40.7667,-73.9163,40.7796,-73.9564
40.6601,-73.9815,40.7596,-73.9877
40.7602,-73.9962,40.7457,-74.002
40.6981,-73.9137,40.7486,-73.976
40.721,-73.9957,40.764,-73.9587
40.7849,-73.9486,40.7573,-73.9895
40.6163,-74.0382,40.786,-73.9786
40.7165,-74.0036,40.7945,-73.9718
40.7654,-73.9914,40.7949,-73.9716
40.7692,-73.9887,40.7781,-73.9783
40.6859,-73.9117,40.7196,-73.9913
40.722,-73.9953,40.7621,-73.9831
40.7496,-73.9869,40.7347,-73.9863
40.67,-73.9352,40.7507,-73.9712
40.759,-73.9909,40.7879,-73.9749
40.6439,-73.7829,40.7621,-73.9863
40.7902,-73.973,40.7546,-73.999
40.7321,-73.9853,40.801,-73.9682
40.7717,-73.9572,40.7737,-73.9603
40.7669,-73.9674,40.7496,-73.9725
40.7612,-73.9695,40.7284,-73.9986
40.7611,-73.9798,40.8008,-73.9581
40.7704,-73.9685,40.7624,-73.9823
40.7602,-73.9949,40.7434,-73.9223
40.7447,-73.9814,40.7294,-74.0008
40.7561,-73.989,40.7211,-73.987
40.7122,-73.9637,40.761,-73.991
40.7509,-73.9908,40.7293,-74.0011
40.7139,-73.9596,40.7222,-73.9865
40.7589,-73.992,40.7609,-73.9844
40.7754,-73.9539,40.7797,-73.9534
40.7356,-73.9898,40.7511,-73.9713
40.7323,-73.9849,40.7582,-73.9893
40.7029,-73.9574,40.7601,-73.9883
40.7427,-74.0077,40.7605,-73.9914
40.6932,-73.9687,40.7591,-73.9676
40.7641,-73.9109,40.7194,-73.9859
40.7563,-73.9973,40.7537,-73.9864
40.8368,-73.9442,40.7811,-73.9834
40.7424,-73.9969,40.7222,-73.9972
40.804,-73.9681,40.7334,-74.0063
40.7532,-74.0037,40.7506,-73.9774
40.6924,-73.9123,40.7697,-73.928
40.7503,-73.9946,40.8038,-73.9661
40.7917,-73.965,40.7207,-73.9749
40.6977,-73.9357,40.7529,-73.973
40.7594,-73.9884,40.7481,-73.9851
40.7952,-73.9413,40.7439,-74.0065
40.7617,-73.9415,40.747,-73.9967
40.679,-73.9785,40.787,-73.9755
40.6763,-73.9534,40.7625,-73.9699
40.7577,-73.9668,40.7375,-73.8772
40.766,-73.9196,40.7679,-73.9561
40.6712,-73.9392,40.7575,-73.9691
40.7705,-73.8649,40.7831,-73.9479
40.7506,-73.9757,40.6452,-73.7767
40.8018,-73.9371,40.7505,-73.9354
40.7608,-73.9758,40.7335,-73.8696
40.7608,-73.9809,40.7686,-73.9816
40.7325,-73.9814,40.6184,-74.0755
40.7685,-73.862,40.7809,-73.9813
40.7208,-73.9917,40.7292,-73.9855
40.7744,-73.8728,40.7529,-73.9435
40.743,-73.9851,40.7417,-73.9811
