server_x,server_y,request_x,request_y
40.7553,-73.9871,40.6093,-74.6513
40.7245,-73.8242,40.7327,-73.9815
40.7557,-73.9833,40.7506,-73.991
40.7636,-73.989,40.6448,-73.7821
40.7782,-73.9564,40.7754,-73.9565
40.7414,-74.0044,40.7503,-73.9741
40.7872,-73.9717,40.7692,-73.955
40.755,-73.9799,40.8306,-73.851
40.7376,-74.0005,40.7616,-73.9942
40.6423,-73.7893,40.7316,-73.9823
40.7612,-73.9817,40.7445,-73.9849
40.7681,-73.9558,40.7842,-73.9501
40.7786,-73.9852,40.7498,-73.992
40.7658,-73.9574,40.7392,-73.9901
40.7691,-73.9883,40.7284,-73.9927
40.8068,-73.953,40.7604,-73.9614
40.7555,-73.9751,40.719,-74.0052
40.7568,-74.0041,40.715,-74.0079
40.759,-73.9745,40.7354,-73.9982
40.7466,-73.9725,40.7607,-73.9848
40.7487,-73.9927,40.7762,-73.9622
40.7211,-74.01,40.7565,-73.9977
40.7296,-74.0023,40.781,-73.9464
40.7611,-73.9829,40.721,-73.9942
40.7558,-73.9764,40.7709,-73.9639
40.7453,-73.9723,40.7737,-73.9072
40.7375,-73.9782,40.7201,-74.0102
40.7579,-73.9851,40.7667,-73.9831
40.7427,-73.8932,40.7374,-73.9814
40.7832,-73.9547,40.7525,-73.975
40.7743,-73.9835,40.7613,-73.987
40.7054,-74.0073,40.7193,-74.0084
40.7245,-73.9816,40.6446,-73.7818
40.7854,-73.9535,40.7048,-74.0141
40.7444,-73.9956,40.7838,-73.9472
40.754,-73.9723,40.7064,-74.0167
40.8045,-73.9415,40.7843,-73.9564
40.7542,-73.9885,40.7807,-73.9585
40.7519,-73.9709,40.7287,-74.0072
40.7501,-73.9964,40.8217,-73.9428
40.728,-74.0021,40.7628,-73.8754
40.7847,-73.9739,40.759,-73.9847
40.7633,-73.9854,40.7722,-73.9528
40.7592,-73.9623,40.7442,-73.9763
40.7529,-73.9928,40.7672,-73.9564
40.7594,-73.9809,40.7748,-73.9826
40.7838,-73.9817,40.7315,-74.0033
40.7254,-73.9972,40.7359,-73.9824
40.7719,-73.947,40.7679,-73.962
40.7604,-73.9875,40.7762,-73.9578
40.7573,-73.986,40.7539,-73.9885
40.695,-74.177,40.7172,-74.0061
40.7493,-73.9755,40.7278,-73.995
40.8427,-73.9393,40.7808,-73.98
40.7137,-74.0072,40.7446,-73.985
40.739,-73.9956,40.779,-73.956
40.7664,-73.957,40.7605,-74.0028
40.8152,-73.9394,40.7166,-74.0148
40.766,-73.9946,40.735,-73.9834
40.7564,-73.9831,40.7632,-73.9567
40.7662,-73.9935,40.7214,-74.0097
40.7648,-73.9844,40.7435,-73.9193
40.7372,-73.9905,40.7503,-73.9911
40.7437,-73.9879,40.8053,-73.966
40.7102,-74.0097,40.7531,-73.9839
40.8056,-73.9507,40.7987,-73.9632
40.7038,-74.0081,40.7333,-74.0063
40.7592,-73.9724,40.7254,-73.997
40.7572,-73.978,40.7665,-73.9691
40.7453,-73.9848,40.7632,-73.978
40.7641,-73.9554,40.7632,-73.9928
40.741,-73.9898,40.7684,-73.9823
40.7734,-73.979,40.7923,-73.9734
40.8105,-73.9623,40.7371,-74.0053
40.7576,-73.9788,40.7569,-73.9738
40.7567,-73.9785,40.7216,-74.0101
40.7626,-73.9698,40.7694,-73.9512
40.7675,-73.9552,40.7756,-73.9821
40.7387,-73.9918,40.7362,-73.985
40.7422,-74.0039,40.7978,-73.9696
40.7496,-73.9916,40.73,-73.9894
40.7407,-73.976,40.7539,-73.9922
40.7405,-73.9864,40.755,-73.9707
40.7627,-73.9697,40.7217,-73.9841
40.7108,-74.0034,40.7645,-73.9684
40.7616,-73.9775,40.7778,-73.9457
40.7733,-73.9644,40.7975,-73.9607
