server_x,server_y,request_x,request_y
40.7336,-74.0063,40.7679,-73.9835
40.7179,-74.0008,40.7561,-73.9903
40.721,-74.01,40.769,-73.9821
40.714,-74.0137,40.7332,-73.9758
40.7547,-73.98,40.7406,-73.982
40.7662,-73.9652,40.766,-73.9635
40.7065,-74.0085,40.7604,-73.9846
40.7649,-73.965,40.7761,-73.9474
40.7427,-73.9745,40.7569,-73.9824
40.7571,-73.9742,40.7451,-73.9911
40.7796,-73.9557,40.7919,-73.9651
40.7572,-73.9742,40.7606,-73.9856
40.7625,-73.9791,40.7345,-73.9824
40.7319,-73.8669,40.7542,-73.9883
40.7524,-73.9818,40.7358,-73.998
40.7556,-73.9934,40.7561,-73.9727
40.7439,-74.0065,40.7395,-74.0027
40.7848,-73.958,40.7569,-73.9691
40.754,-73.9762,40.7648,-73.9834
40.755,-73.9843,40.7307,-74.0017
40.7478,-73.946,40.787,-73.9719
40.7616,-73.986,40.7605,-73.9675
40.7587,-73.9889,40.7907,-73.9655
40.7729,-73.9785,40.769,-73.8627
40.7668,-73.9829,40.7468,-73.9864
40.7654,-73.9702,40.7697,-73.9604
40.7681,-73.9529,40.7053,-74.0097
40.7553,-73.9734,40.7586,-73.9659
40.7516,-73.9758,40.7562,-73.9901
40.7689,-73.9632,40.7148,-74.0164
40.7828,-73.9574,40.7608,-73.9888
40.7524,-73.9795,40.769,-73.9523
40.7595,-73.978,40.7795,-73.9798
40.7507,-73.9909,40.7524,-74.0006
40.7359,-73.98,40.7517,-73.9396
40.7337,-73.9924,40.7061,-74.0161
40.7885,-73.9549,40.759,-73.9708
40.7924,-73.9763,40.7739,-73.9606
40.7817,-73.9713,40.7767,-73.9494
40.777,-73.9882,40.7745,-73.9771
40.702,-74.0102,40.7729,-73.9542
40.7478,-74.0081,40.7916,-73.9742
40.7582,-73.9734,40.7821,-73.9829
40.7498,-73.9754,40.7581,-73.9632
40.7393,-73.9798,40.7632,-73.9627
40.7579,-73.9724,40.7584,-73.9809
40.7506,-73.9945,40.7439,-73.9881
40.7611,-73.976,40.7487,-73.9888
40.7499,-73.9916,40.7904,-73.9427
40.7609,-73.9692,40.7336,-73.9896
40.7598,-73.9722,40.7435,-73.9798
40.7538,-73.9808,40.7501,-73.9916
40.7688,-73.9653,40.7838,-73.9706
40.7806,-73.9591,40.749,-73.9799
40.7137,-74.012,40.7272,-74.0052
40.771,-73.9874,40.7625,-73.9821
40.776,-73.9615,40.7355,-73.9981
40.7596,-73.981,40.7442,-73.9918
40.7502,-73.9811,40.7258,-74.004
40.7648,-73.9795,40.7648,-73.9642
40.7821,-73.954,40.7981,-73.9712
40.7706,-73.9911,40.7802,-73.9804
40.7589,-73.9659,40.801,-73.9418
40.7432,-73.9916,40.7278,-73.9851
40.7387,-74.0001,40.7269,-73.9858
40.7603,-73.9678,40.7442,-73.9916
40.773,-73.9625,40.7447,-73.9952
40.7643,-73.9554,40.7371,-73.996
40.7831,-73.9464,40.7562,-73.9979
40.7343,-73.9834,40.7443,-73.9855
40.7493,-74.0037,40.7622,-73.96
40.7497,-73.9758,40.7767,-73.9463
40.7585,-73.9743,40.7779,-73.9597
40.7373,-73.9925,40.7842,-73.9786
40.7499,-73.9735,40.7028,-74.0123
40.7261,-73.992,40.7335,-74.0074
40.7635,-73.9824,40.7771,-73.9523
40.7497,-73.975,40.7567,-73.9902
40.7105,-74.0039,40.771,-73.9034
40.7232,-74.0062,40.7629,-73.9655
40.7357,-73.9955,40.7723,-73.9525
40.7539,-73.9901,40.8128,-73.9605
40.7561,-73.9678,40.7556,-73.9911
40.7432,-73.9879,40.7673,-73.9534
40.768,-73.982,40.7395,-73.9826
40.8241,-73.9451,40.7664,-73.9667
40.7428,-73.991,40.7637,-73.9636
40.7616,-73.9903,40.8385,-73.914
40.7768,-73.9639,40.7812,-73.9606
40.7497,-73.9756,40.7024,-74.0136
40.7514,-73.9758,40.763,-73.9663
40.7409,-74.0074,40.7396,-73.9826
40.7284,-74.0054,40.7559,-73.9907
40.7554,-73.9861,40.7691,-73.9611
40.778,-73.9803,40.7448,-73.995
40.7387,-73.9772,40.7361,-73.9893
40.727,-73.9766,40.7304,-73.992
40.8016,-73.9487,40.7455,-73.9909
40.7394,-73.992,40.7696,-73.9873
40.7238,-73.9982,40.7699,-73.8633
40.7222,-74.0005,40.7826,-73.9808
40.7565,-73.9977,40.7602,-73.9757
40.7508,-73.9704,40.7994,-73.9666
