servers,requests
4618050446,331009126
2720479568,288448625
5068541166,1765370255
3010473357,2391519069
1891325813,2264711486
3655736530,1211831718
1497364712,1230361481
530655743,290597381
3365839504,4605156019
981885741,1343050436
7110910239,5505902002
1363529675,3241420459
1953257579,1327779352
2442671611,292592583
342790299,322522042
529507908,529699627
734520896,1661724102
1849346895,1634491479
4730618852,252853379
296346031,6346947768
8283413248,746856312
1732835111,7345747373
734418212,35869965
1807288220,1252212688
1807828273,1802398432
1114079307,8390860746
8718582481,1211863657
324663124,1296110481
4367211525,2454614307
4684850849,321762742
1985434376,606887020
2207732924,926007055
8379930761,644592598
5879936367,1293134856
245145005,322109950
1327769623,3483361885
8230012335,2377580179
2513651038,5272921523
266112064,2207732698
529969693,331211100
701171510,7260188216
35551808,494274731
2101275762,1361129138
8230159467,6165836626
2207736237,701734674
2377575684,3300047712
1327769851,733967215
3287103470,1742835323
8266985026,5190540079
1742670801,1598679324
6401967123,1765216333
1363488716,286238751
331011607,3195126235
6787016404,343319025
529493705,4898499005
342838205,302212987
8283522997,604955815
2852166115,2010523633
1835274671,1673265562
1808510011,3723064410
332948668,6778555037
734521220,5260248946
1502696891,4530330219
332948394,5260248893
2207734700,734169470
528932952,382543275
2512607675,8259221972
3347224415,3071751727
35835744,8605120522
610915191,1989838155
1357805905,1207046905
1343051003,2293148418
1803810877,734417972
529338502,8195855596
6286241961,2699109341
1977894390,253184285
1765433385,4746301900
2115201449,6781657712
2458116631,2480760601
6298821897,1808570668
4406631618,1327779347
529344816,3718351917
5921151097,269491779
1968392416,734170045
8283008312,1174530215
1687193652,1298031777
7143263986,8066689809
1765216351,239433309
5422197666,8190434421
7099148232,1736610664
8230157522,1930705885
2475374611,7260440120
287334692,1892848550
4354045742,8190456434
7191000240,533658084
8531688004,746856608
7858254597,8259236179
1359329218,3957789245
528980606,289129184
1858446999,289555608
8190456398,1813996315
2101275772,7261666153
7110874227,8190434556
8601001130,1327769646
5945078576,1869797271
294115251,746856305
3300195497,6351500867
2424915707,6780138434
1599489635,5057450229
5966906187,5257026502
4686439335,6305227632
4583502037,384253805
3098374494,3483361886
1083559593,734046274
296313118,5293527481
5136639028,734520438
3010471080,529495070
323144051,4686439315
1852430553,8101041221
4330768586,734520485
2302253605,3581002158
1375576538,5017783960
2004034615,4677794628
6489737404,321421405
610572175,7030802623
297147249,754516648
1226548270,529364911
8531289499,1410728867
1718852189,7260188208
1231769919,754486391
733858989,3409832002
341209609,6165836641
35552319,8190478917
605791698,2115201409
1410708850,8269087193
5824584617,35835428
2290527855,268389597
1189179714,529970356
6508196584,322449440
1343051651,1364078559
6391166065,1420029028
1736446844,8195855598
453047960,2407598666
8100988709,6743339382
1841740676,3738510228
1661735168,1687193620
4123793098,36551783
7142412261,4717974961
239453042,1666820191
7264074413,863459348
1230291517,8266985052
2995462716,4374363565
1985434270,3511732019
3701585717,6029393862
1272252123,2596661118
332948793,4805998859
5190540930,5176428550
1837712804,8100939511
1734208351,3875625844
734571085,734419002
537975578,6780102404
6165836622,7110874255
2071183462,2391519071
4907461022,1726299909
1652481957,3300195485
1192323496,8259221995
1351023520,567684019
5146217992,5921138702
1242799514,734045626
6784009797,1598814961
726630239,3259313322
1272252123,4723990634
2296668977,8584689056
3653266496,342795762
4369875579,1859810456
734418506,5260248909
6784100249,528823400
341202013,8379806911
5491299104,754401858
5240337658,701104482
1984934495,7288956177
1767287104,1858572350
7828091055,1813996319
341209609,1835274650
2501800287,7082562530
1852430553,8620134306
288046085,2619393083
1272249926,822457834
332473258,1837712830
6527641579,6219417192
534246705,567891657
3251894158,8283436587
2160528095,4160214712
6147948544,8190473662
2328178913,1519301734
342837927,3251894779
35549783,8283458422
1718852269,266112330
8250942504,4365018017
4580058650,3713194063
8205274474,1325523781
1654208411,604939235
1364054011,733858875
5952006520,4716733687
7725295127,529575509
77738854,3318033523
754397867,8195791940
1408034662,530655594
1190930453,6161610602
380747751,3300047718
8283562193,322111626
1346474137,5689965510
1343050580,2354067347
2476598094,534575369
530641144,1679699029
7957526727,734520319
391662700,5188825997
2619393087,1891306323
370727559,4712861826
8599473752,528877394
1598502640,6000773370
1891399829,1819948378
1363518483,533627742
534083607,6286184833
330592581,1716385663
3300195497,8283522974
754515182,1817026941
6165836649,6351500862
7288956169,1410708923
3524759505,4759562192
1634854125,418726800
274921519,7953559125
336375956,8081632319
4357242551,3902520063
1598502693,5239211253
8259236256,1598502642
2377138431,384005144
5776419531,265709351
8190478958,2132316245
734520316,342775912
534575362,401372890
7937424058,1343050161
4017931889,1840733227
384270748,1742835323
1621528007,3748766567
332948781,5257091988
4898499072,5146217990
1892821739,644625460
2175282038,8266969393
3754564664,8283008300
1622355927,1317051625
1813979326,1737609898
534550307,1343051251
5264080694,3140765998
2768858171,4686439307
6836235852,1737609752
288368623,734417824
733788221,245135250
4049932421,754515567
3300195515,8718843594
8179935975,1670551682
8190473709,3678531782
1410718545,2611861944
1343051139,5190540107
2575647191,3678531795
4867599836,8266985052
8420394627,605312745
1653986014,1346474207
2327699478,533651513
380764147,1350996086
72855736,533627648
3453825356,4839505833
1343051094,8190478924
2458083548,8190434478
2867844577,1519766128
1852440303,734418511
4723990791,756354655
2304272773,1293134856
2410578525,1318954567
324263165,5273113967
331009751,1869621074
1405965118,529498579
8269087312,5260536176
534545165,1598502598
1979520698,5172728457
320830552,1201534056
2122594917,2366965317
754514984,2098704092
5908910508,528933288
7947138678,1718009152
2513651052,2454614331
2591116598,8714364157
1849465422,610912595
754515637,1817033230
1841806575,534249688
8738590015,1858911856
5466485499,5776423206
6303568420,5806375071
529493764,298583558
7247366855,4716733708
6225769604,1828299373
3731333853,7957509682
8283436590,2327703055
6930097637,1852440471
5260248879,3450176821
1886876237,2857344064
244888026,2098804238
733992854,529548179
1207046796,7246842295
6585412958,391663327
266111626,4721081665
529962096,5921138475
2575931208,8195791834
1765144962,529547602
