servers,requests
8190456346,1327769939
1359329834,1670551763
1852430233,2461199928
2262746081,3943683464
1732871784,1765404657
3772995433,2918305966
380066284,1327769656
321939059,3639254035
2048161758,3784428164
1549151151,1869694461
5928929507,754515807
4717799103,1359329361
1423043024,1872481946
330844789,6856865919
4605155966,1906192241
4369875379,529494121
8259205403,2459514597
981882255,8259226925
733967324,746856347
237539340,252853363
5259217287,324264294
5873184509,528594707
165738265,586468398
5293830984,1583230856
734045355,342785816
1360097775,530651053
2500614389,537973875
606811873,6930097636
8166444310,1226476889
754515210,534312736
7247366797,2098720847
746856490,2595027930
1083559826,6161610602
1875160014,1842187343
7288956156,330841134
322523073,1661724123
5063672583,607863809
1736446929,8266065260
644621801,1114088468
604968374,321803359
746856561,5718026548
8259221995,1985434227
1429524721,4685479425
1226476821,586468345
8266985045,8662392261
604968398,5440633407
266114471,648116840
1231628430,3010473226
1808613594,6143897135
4898498306,528597571
8259226925,1852486452
1319916718,6238363878
5468748042,7850825678
3195117091,340411596
8190456327,7725295132
2500614407,606867345
1343052165,4895407377
401372229,1765144968
2286375356,1676503779
2284753967,1853081413
266111626,2071181154
2098720843,529971272
534310437,1351051995
5258150984,1744494445
5293527713,7202362926
2454650198,341209609
3564807634,1408034385
298583814,529514239
6520527772,1858447038
734419245,6439977408
3445934899,3274088756
1771676857,8179961031
5959505540,8269087160
1827171396,1858199669
734419431,8190456370
7110908282,2230046159
244891780,687150902
7959888873,2207734342
1765106544,5260538231
1598502578,1667652100
4222115991,1802402469
5264080685,7110911694
31017966,3722855476
8190555516,836995213
5713650494,605822285
1420010765,124173668
1673211039,321939127
1527880408,245106647
1802739684,8259183703
605824503,6652688974
8190478924,331215004
6398560301,2199213007
2199212991,8230111061
8190473713,1808612310
6778574287,1872477934
2513598915,8278912781
286279262,6395588989
534246341,5348391162
533655817,1840794419
3678531778,2133036157
1634274099,8166451020
4530330224,4759652586
6989893024,3965237822
1359329366,4199877614
6015898477,266109386
534307194,1814461893
1634873729,1854582125
8283458452,8571680045
5743326900,7067019281
266109235,1771676911
1848732354,1771676924
8278933102,2327218932
1230360706,1838483392
6784064273,8266065304
1762167077,2453767258
1598453931,1771676842
1806072530,3723064410
530655024,746856649
8034745154,734417852
4907461021,1719041024
2302194130,5320294946
734419374,2575647220
6161610587,3731047482
5915056612,1853081410
3241420456,4685342984
8100955920,7124116828
321581073,380747750
5292716096,746496433
2728558653,298583403
1837724922,1675961955
5256833714,1671690923
8283562162,4721080631
1829396932,701838970
529342382,2262746078
987501174,1719003235
5505901998,2115201407
1549151107,688145391
1816066966,4717974952
1226501088,1718852216
1849465301,734045628
746964227,7247366839
1598679337,331009751
5970041934,286237396
6161608795,3300027080
1359329153,8714364127
6307493294,1300406473
249560752,2083987805
371156195,5440633784
605041112,2498370309
2409388847,529965435
5923357609,1083559670
1421587291,1083560028
260560256,1360087483
7257669615,8227138458
1837712822,7952185275
7837637763,734418919
2122141161,607864187
280038589,1837724982
5293830970,4320544733
1765370161,8379806914
7950265434,1838780143
5929004529,610848121
604800450,2001375480
384270753,8190456388
1987334446,1298005722
8259183634,8283522818
534246720,1637646449
1361129197,1852440337
529576092,734417920
605322780,1654208429
1814111714,727245751
6165836659,1849465305
1346457732,534308667
3010473166,1420909516
3300047724,8190473710
3300183776,1808570561
1718863748,7260188210
6165836659,1661724097
1598679340,4907044072
418728849,3300183884
2174802832,727235119
1674351154,1634873723
644623638,4199876278
288190895,726629583
4745709975,4160214697
35870323,2720479573
644614866,2469607056
286620233,3933725872
4973048947,1652547410
4716733691,2471068376
1361129234,7246842312
8100955849,606742648
606795022,322109949
3483343318,836995284
244891780,6392852251
1211859093,1598502682
5260536141,734569752
1802779252,5260536170
6027748300,8100926531
2941399859,2284754012
4966029188,8166451005
726616736,2207733868
644625629,7110911858
384252764,2285990053
5522678971,2513650989
2355641329,3010473866
5440633408,1849465391
534554475,701722291
1359328863,1808570607
6058354567,3071751718
733967354,1836655647
1819128601,605822251
2426624723,1590250902
1192323467,1420029025
325028365,1675961945
754515493,4699113908
8259226970,2304288866
4746301897,3456955024
5128186652,606867193
8032206088,8179936242
341202933,1875160047
