servers,requests
1351023622,6161608795
8190473662,746966184
1303500832,366534165
1356404880,981019256
4836251283,529965435
734170257,4049948404
606890389,2668918070
1226501090,1189179714
323167677,528933932
2199243366,6019204905
8195855607,4724379704
1293134752,76457109
4716203782,533603839
8283562389,7006437208
8190473705,6584058575
8660733246,5522678965
6778539896,1979520690
734418503,1661724086
274598878,7957509667
2512549699,644625844
1836367407,1714104640
1673265523,6862003767
337500526,2122595045
3928841220,2207733068
1359329237,534250510
2103119672,1359089910
5336475356,1736505380
2418894168,1984535483
1519301762,1984976618
7886763365,1687193399
298582684,8736033093
340249784,5441795864
1885117439,537974150
734417840,6789479293
1977894390,726635260
1343383570,3099999955
746507244,8230111082
1721478309,2353060484
6001094070,746804838
6402625854,8179935977
388552422,5928997782
4518692326,4685479487
1808597602,8420575219
4898499495,2122141183
3068179620,4716397100
5850062541,734418930
6780237731,6169175636
332948978,734045580
530642195,1343362491
3010473643,701734027
5292716099,529576090
1840718930,7110916591
237539207,2426624728
4898499201,1597419024
1231628439,7264051670
6585261005,6506028205
1849465275,700724881
2133036344,268389341
1497364425,1968392427
3826603040,266112285
8100939595,376257135
332948320,5921139071
1363518531,2454614274
5293830980,528596558
332618508,8100937075
245113068,1360087393
4114646437,1854582082
2575647191,1252054838
245136257,1808447626
5209564910,1410728779
2772979564,8028020317
322522818,387156704
3691259156,4716397116
1015656886,534310544
733967466,6161608846
5776430506,1343052111
8379806837,2264629539
727247435,701102863
8685981157,734418424
563686266,754515877
8195757316,1765216406
5953824891,1420909552
1410708928,1231721859
266112277,8283441058
4029003603,8283436586
2284637333,366534001
8190453904,2306938998
2304288419,6007826882
1767293627,1869694442
5461747746,330837891
533655912,656104082
754399007,6218541408
1230291488,1298031861
1754946800,1296110462
3300183814,264827666
734418481,528822725
5921138431,8259221406
2613340516,534307404
6989893001,1849437051
534080824,7124116866
3483409402,5810291994
1419885126,2411815419
384257039,6161610594
6652688974,733859109
288045055,3315887358
332615903,1670551768
3434210327,1364072143
2596661082,7959236376
534550717,6218502628
4897360828,332692356
528822643,385036866
1721722884,6160878045
1670551526,746856503
1762167106,3257674860
3010473408,862186051
317995521,1840794410
2500614389,3457584993
8278912571,8195791963
8283522810,1598453927
7937424074,1837724934
5440633408,3300073168
4686715082,1343050299
8283436389,8283562505
1647627612,2512629231
530654731,1497364478
529499704,2115201442
1747588124,1747588134
5257026517,1718852197
5258150993,5848811374
27547590,6585412953
604717059,533597880
1813979332,2461591746
2327699481,321208821
1350995981,245109110
289276185,1849465535
746856716,746856475
8101041238,8731100521
8081632296,370953275
288368756,1674351158
5235825610,4160214693
1808674095,1838780079
8195791916,4839505833
1375576547,1836427107
3823999808,1343050702
264827662,733967506
1303500778,3731338426
1634509692,384252907
2354063851,3194819019
1849465055,370727559
1813979340,5955937584
529514637,494660188
534554504,734520883
734419022,2047891007
605962186,701841277
8379758661,491864182
6225769612,734520270
5222815328,1716400329
5718038109,606975752
339582572,1836539873
1270189525,1765118847
534551730,7957526288
1653957216,1869694461
1814086925,656068037
7098175884,235062755
1497364390,5257146993
1803664743,8259222242
1421587297,2945124618
1243786189,5908910500
390934224,1231748089
8195791840,2699109384
5264080683,8709296609
2122141083,754515481
8616311954,1721722883
1325598376,2133036128
1420909557,2699109307
1661735179,1298050558
529547657,3977910585
529531469,1685963224
1420957555,8259216093
289555572,1933085074
8230147114,8269087316
8100926623,6218541404
321803111,8283562387
7202362904,8066689856
916286763,6445856555
2703683426,8190525955
8259183774,1359330090
1742835294,8066715620
5365453682,530658561
1808782913,5260248912
2304301988,7419678744
2282799336,734046274
324261730,7264074413
1298031734,4685287113
1367428393,3010473952
1420029034,1985610515
1202992825,3277022343
8195770086,2122595085
4745709973,734521265
6341248940,3204029820
3259211005,727244338
1829364306,3441004694
2497655550,6298821893
2343526356,610848008
8190434487,5260538250
2794005138,726615777
1985434377,1621521542
5101645687,8190497485
1813979424,1685983279
384838726,8100937103
1859897310,733859706
6014820794,4376689234
384341251,239432543
4966029190,1420010744
8628572302,1363518485
2499307885,1838498598
5264080688,2462923263
1325598416,8721973741
1670551655,4716397112
3251894585,6856058392
1722893173,1858447040
754398313,1988614959
1765375293,2304288941
4897313276,2442671654
7726262231,754515297
2010523648,6488323382
4583502016,2207734179
734046367,1364054015
1327769679,8283008295
1231720082,1319039354
1420909527,8736112732
5365500466,1273189347
1923895403,8193341535
1408034362,2479719804
1719130267,8266984964
733967208,4526437446
343438280,2115201418
4699113892,4759598881
534586334,1813979327
384270751,2327218935
4686715088,1408034360
1658147517,8190434556
1364072135,6420556288
534575220,1587187565
1762167118,4076125633
8639858179,7957509683
530640508,332949643
491031265,530640495
36551783,2607992544
5441795862,2449562453
1319039354,1519301734
1598669876,5263607791
4717860435,35860899
262774483,5467360392
6451426687,322109950
3382439870,7837637763
2455001955,1327769632
1408034360,2500451691
4716733669,5623356491
2133036165,726619890
1841806573,746804846
635573468,320907427
2377580154,2207736272
1272250137,8100932159
3943683464,727272192
8283522833,6169202358
3451433106,8269087155
3875625846,1808447482
1652540759,5293830956
8190525869,1838511119
734419248,8283522996
2468505210,586468614
1634899834,1877984743
1422005356,5085522510
5190540083,5743326914
331215004,5921138770
1296110509,8205274434
321860029,533634624
1858572386,3965237822
7090860090,8266065393
530655744,266112275
734418132,733858925
5273065090,1803664729
1367428422,1726299909
8283458664,8073702514
322120186,2590317555
3028491399,534247523
1670551671,6161608862
2823813489,529509295
644628244,2302253559
331015995,25585055
605950585,6225769611
4806091187,528878940
297147390,1837712625
8283436571,1325478808
7345747382,4895455722
2843205546,8379862881
8259216091,2575677049
8066715620,654148271
8100988687,530640485
6346810538,4716729763
2122323076,1718994424
2122594936,2274098826
733967227,537974144
7450484602,8190526006
1803810877,293181394
1351023876,8100918106
6780237707,734520234
1855769010,2123313374
734520991,6780238195
1414035063,340243272
6225656763,2944962803
1351024346,290599228
1350327452,4898499135
330846345,1359328898
2056581708,3274088756
5257091987,5442624839
1840711611,1015656895
644623196,294117375
1231748256,4973048949
2455001971,606891930
2391094983,370729174
35870751,1359330100
5975877028,534249081
6015898371,2160528095
1359329166,3943683278
1813979340,1734326705
5037948103,1230312407
4836221991,5320294946
5260248891,533606448
8190473705,1840135897
8195851413,1808717378
6019204766,605311919
371156465,8672172753
1343051249,1849465461
8049125711,8100912197
4745710001,269422052
2453816254,287967371
1984318927,920058617
5360891197,1114046804
410835080,1270209754
2207732924,4092961854
8283522645,8100912197
35860890,380724991
981019161,331215375
7759648648,2591134170
2103119692,5522678967
1599591020,606796292
3965237821,734418000
321556000,330837029
8190434461,7247366856
4105449525,1837724909
1654208431,8034745128
5293830982,5077445947
2498370321,6232884102
8190473659,1303500731
4120401012,8190555473
529963465,1807827948
100651857,1779088050
5921139018,1202993077
2207733909,8259183810
1114097887,2377580160
2047914878,2391414229
8620134400,3241421267
1918810102,8190453837
245115948,734570986
2178022426,605350596
1359330102,734418123
296815641,5260538246
3098487765,266109346
1840007846,1808597610
6947996273,3772994371
384305313,1803664748
274845679,340238739
746804849,332473257
700067753,8197516614
342823625,8290416479
3694779605,734169339
2464952575,6286241889
5505921409,4971932100
1327779326,3524758358
8379806908,318266488
1410708923,529348995
6161610598,321760935
1414019762,1852486339
3300183801,5929059873
1772777214,331146497
528607631,4605155966
1852440489,35861498
2814741934,8230159489
1930705882,2099454930
4714905729,8283458418
1849535233,6930098222
1074578774,256833282
331880663,269422421
2454650194,1842944987
1634509727,528589367
8250970686,4724153614
1598502607,165738224
3068180184,8283441096
734418744,733788166
2199270034,529345494
733788275,5921151098
4066088805,2207734221
6161608565,8685748289
1359329862,1342991284
2358646259,529973873
2207735099,1361147265
7098175878,8190473699
7959888859,6784043898
1808688541,1733378128
726625772,1722893168
3810833750,8259222077
3016127707,1231775419
8420574451,1841521873
1719120940,4530330214
385035414,7110914161
529962267,6286184834
8266387849,1673265569
529351857,3259211006
8032206128,1634403550
3072783186,529498379
2668903865,644592596
8259859270,754517010
1653985999,1849465542
1807791802,734418510
1420909639,320907131
5448464076,7980805118
1653986002,746966042
1211859082,2264711358
1598502430,4915843146
1807875217,2468505194
1654123106,4132082765
733859824,6392746773
2458116610,1838495854
6015898465,1231494375
528926236,1226476995
2207733156,1772777214
2117422724,276094701
701716472,1837243381
6451426687,1243786208
1891268442,2207733350
6780102403,1836427093
2485222670,3300047713
320828965,8269087251
6862003767,2451282551
6836235855,1802595136
6439971348,528938050
7231861664,7959888856
529493759,4718128868
3257674859,733859001
7103268485,5441795895
534301990,5440633375
1779072193,1327769798
6161608842,5365500463
754403699,606053687
