servers,requests
2115201453,754401349
8448677336,8591587450
1229010968,1296110754
6783866783,2998978328
1527880408,1679698995
4222116004,1808717124
1634854140,4806091181
6401967208,606826380
700084017,701845394
7624601965,1752454493
1733378060,604768008
5253141785,1840733227
8190456382,8559502659
534251529,7345747374
2575677143,528607842
5273114140,604939235
1502696895,3300183790
1829364306,387156704
27547653,8066689697
3204185595,644625816
4376689232,605808100
606042821,1621521547
3965237822,5718105653
2056613799,1292924800
1841644181,330593075
6165836687,733992798
2325053516,1230360458
1653985956,4193756998
3981258714,644629661
734046285,4123793091
1231775437,1736610729
8283008297,534250145
289272231,8718734245
2493862514,1742670764
8230111276,1359329389
734417910,1687193623
287963530,701102667
3738688340,289122642
3740123499,5272935990
5718088027,726640438
863224797,2112656800
1429785875,8100926666
266109772,8282811772
8283458640,1923872810
1356075479,1230360749
2353080507,415530017
3019407803,7957509680
5202429368,1985434427
1190950058,2133036191
1351023321,734520206
1363488724,343318153
4530340925,8166451020
746856652,1852486339
6433517528,8672172769
5879936369,1365113269
8600994009,530640513
1840007845,244467891
529500282,529365636
5360900321,3564848114
320830173,1772777312
6468940681,8190456422
6778570773,8531289378
6856865541,268389341
5921138735,2471068376
6169175642,733858944
3300183789,916286816
8100955891,2700966270
1230312272,4064153324
1359329001,701839295
6161608802,537974094
734046283,534313645
1984976618,4895427573
8259221955,1497364398
2321339182,1716400292
6395588990,289129111
1634899800,2614705213
1327769665,1852486319
6392223835,537976184
5075397952,331148485
4685479496,1808447568
3811120907,2941399841
332617669,4394386598
5743326875,8714344187
8527021723,1584011210
1296110584,5356920318
8190456335,644617993
8379944678,7609344078
320833081,1359328978
8190434545,1406706320
8266969368,2735718059
5272938657,1695490695
644616396,8032689455
605313125,3810833749
5235825577,1361192318
734419303,266112660
1968392431,343318771
598404758,2302194124
2433585075,1716400290
1300406450,528591247
734520871,1423967005
268389579,5260248947
1343051674,6019250937
3102126991,2327699470
165738420,734520578
700009264,2575647189
7620081779,1807791723
1361148313,754401858
610572194,4717860434
7246842316,605773663
734418919,6246255004
340256161,3225437075
3204190455,1835274672
262259959,6305227637
1365113266,1870737422
1721642053,382539573
1807791744,4699111986
3483361894,530658561
4160214699,1817026941
3257674859,8269087312
734419017,1497364663
1654411365,4898498286
4049936343,2568278459
677267630,1836427091
529342382,286237396
754517029,1671690975
1414025826,1859897262
734571025,754403974
529350309,8288782109
5258150959,4076289444
1734287007,734419248
1634509705,5273113954
1621528012,700008816
7110874254,8259236881
1599968938,2791826537
734169836,915666397
8283441104,1734229989
1634491619,734170057
734418730,332949609
342836138,1819087334
5843205937,1852486182
8692101568,2692298053
1732871777,331150046
1695490695,1891325648
6778570773,529962264
472560737,1836457665
8278909807,3300183790
4120401004,8179936242
2377575672,2133036191
2464952606,534311905
325683420,1226801474
1828316826,606798513
534250146,701059135
7257669615,320693100
687150759,2353051950
2906621103,2867844589
2199213009,6225670171
250041137,8190456424
1852486133,1918810069
8023889279,288039478
754517402,528899210
1420909665,834979879
4489507894,733858790
1762167106,5260248878
7641681150,1852440370
529546286,4699113947
1835274698,4114646445
1350996066,3010473435
7604338226,8100955891
746856723,8283522673
8205256608,5491299321
6219485834,5600218390
5743327073,237546888
4076125683,7953559157
8100932019,3722855467
4122650917,331009749
733859146,6930098230
6169175643,6784009789
3483361887,8664623804
748725492,2462923277
4794988674,2455001969
6165836656,8269087336
2122141122,322526370
7261741897,2558656074
330841408,288044924
654163815,390934227
7809878966,7110910222
3938853313,1838483422
8230111050,2094323592
1771676527,5612831392
7825648565,1356404986
1653957190,746441961
3300183811,1211863612
1679949293,5336475356
2358605958,2329273667
1829396946,289273754
528862673,2388259037
330588542,5257026508
8100934086,8205274464
530652199,244883088
6385012014,1497364683
726657653,2133036372
7261741895,1838780163
5272916639,276320745
2513650994,1532469722
8195795885,321939401
1665509267,4685479409
8190473704,734418189
8230148600,324264293
2614705219,1349044118
1362305690,6778541479
32877217,336378292
4514745779,606141984
605350596,6165836689
7620942742,604819544
1673211021,2668903872
8179961085,1201534059
1658147405,746964336
530652683,1298031779
6656904803,1808613632
1549077198,1858911857
6238363882,8266065301
342836138,1667135823
1716400304,4717862491
529514620,726629688
8250970708,1872483278
1325598376,1719003213
8620134252,8639858179
294114843,5601074367
1621521526,1114073280
8266065292,1083559320
8190473634,3664774521
529343861,1420957574
2199141056,8039309260
8628462421,1226476683
1419137245,4730618851
2346845644,1726299911
1736505388,5440633370
1361129164,1853081550
1736446964,1230360653
4745579709,6225769600
734570333,1295886497
245133412,8190478972
342822003,7099152012
4354045738,1325598398
7266705670,321415320
7266761394,239432543
6391165745,2641245074
733859830,6445856556
332948409,734045769
5439339742,2442671654
1420909521,2933962664
1364094920,7030802632
353121773,1343052213
2056613799,754515143
1343052145,530641407
401372876,2751830670
4898498287,4716397103
8146165660,2554050662
4867599700,1410708947
8620134287,734045377
754402751,1634899836
6219417190,746856431
5921138992,6504247740
1808612279,1480544893
8230148600,754514906
8190456409,2384928156
1231514670,529342451
734521315,734419239
2353080507,8600994013
1849504912,2098804238
4796684333,380747654
734521321,2492201188
2199144467,746856567
8190555471,289272250
5272916646,2738678683
4718110487,331211822
1837725022,4721735516
1621528007,1598679326
8230147153,2098536383
1734287181,1835274687
5975339505,1421587235
8100999998,3524758344
3259211029,754515436
7260551989,1817905733
1414025826,1977776217
7246842297,7822270579
2613075044,2945017713
8718734245,2175282038
529530954,8259226857
1408034625,1842187360
2207732938,733858893
7261666150,384175225
8166450985,1351023664
2366965312,8685981149
269492607,331009125
324664304,8190497472
8259221984,7246842293
727246698,529537779
2299797048,4123793098
534250508,7124116858
4206122713,1231514642
1670551610,1298005695
1745111605,734521203
726635260,6161608886
606823455,4717974973
7883862170,1211742568
1272236112,1410708953
529348228,2431739417
529364882,340056195
1485603864,5348391153
534075571,1272235825
2207736126,1361147595
7619574633,2492201141
1327779346,529348995
8736112731,244274021
1317216448,1351272723
5621610859,264826478
1807875213,4724379702
5063672582,8195791911
245108068,252852792
8620134307,1226476977
6593978365,380762717
1414035092,124173670
1817938628,1773476530
1343052363,610918534
8628462419,1838490440
1836655652,3010473683
2377575672,7124116875
2133036259,1838483352
733992869,8250942511
324263360,7953559157
1410728758,325029482
607865265,8195791885
1805216554,746856624
8379779517,8100955823
1252054721,332471716
331148409,340065311
2512629225,4720777071
1324286156,734046213
8100988649,734520896
322120179,4314517598
6161608815,1851784964
1327769810,534115611
245130191,292594052
4193756997,529345492
733992869,320692496
1242799497,4618050459
8100937075,6403810773
1654364460,2115201416
2122594893,1869621106
1829364989,6584092988
340063067,6652688938
5441795861,1226476931
8023894109,1410708929
656033293,2016359014
3156046398,1835274658
320833083,4895442669
2048161755,1327769546
734046257,734418114
6398560313,8448677339
1742785906,534314086
7858254597,4836222016
2343526356,8032689452
1599489651,1858199665
1890893687,1497364691
3241421278,1325550781
8230147045,737194913
5293527505,400897259
2611861951,7450484509
606885802,734419036
605827153,1828299373
2354581989,1189179742
2302253626,8266985020
2390966716,4199922009
1346474206,4699113947
5955937576,2941399844
320693100,384131683
6225769608,2199315239
5952006520,734520309
2382886294,1943225288
8628454514,1745111605
1319916718,734045817
494265005,1532469722
8100926696,533605685
8269087246,4714905726
1325478751,2329249951
7202362918,701734887
1808613622,605853241
3010473497,1933085077
656180995,3506449632
256875100,5253520791
1732871914,332263999
233761048,1837712807
2133036334,7090860089
7552767273,605307621
1852179343,252852458
282473291,1290300948
8259183641,266252113
734520628,2497655557
2596661105,2302253630
2302194163,5921139043
1015656846,1985434227
734045404,644609333
1816085307,530648744
3300027068,635573461
3281702593,4257230889
1598679376,528939597
734419245,734170155
5908910507,1420909553
528763537,5184443476
6286241780,2692298058
32615475,6161608885
644621637,1272235738
8709296451,746441976
5850062523,5600218342
605948867,1359329370
4583502015,5944371873
8100937064,1270189527
1351023265,244887119
265710691,1852486300
7824739805,1359329428
380764148,606031891
1852440489,288747278
734169727,6019204897
8190456335,7202362894
8379930763,1817983442
266109722,6169175627
