servers,requests
8259183804,2477780932
4836221987,1298058553
1327769863,1891073426
1838780165,4049932419
2377580140,3031104886
2462923304,1272249756
1858572364,2462650449
734569785,1272249680
644592797,754517115
1771676923,528598171
1805216446,332949603
35870781,2611815750
3040246047,4526439390
4717818263,733967295
264825920,746856475
1114083841,2344073546
3072783161,124185804
2592702321,1356603920
3424286526,5260538248
8660800033,2958762906
7260551755,598404768
529339653,1842164454
7893462877,1930705888
2409388847,2668903853
453047960,1977851955
1686001158,754403716
4686439046,1837712813
264602514,3024706415
530653949,8006183857
1243758252,5272916989
530642392,4699114058
317995029,2303136044
537972762,5236175755
733858966,1685963229
5242939412,1853013962
3010473958,754397824
7110914145,1808782915
5441795872,5259217344
2699109361,7247366833
1737609897,1293134881
1734312909,8516205632
287971184,3564869838
266111653,1836655681
8685946097,1852430548
644623392,534246705
7260188209,8283522974
2010523651,6838036000
754401211,8100918110
1670551519,8667716835
1417716201,1814086989
331000817,529339041
8100926645,8230159472
528946543,734521339
2207736290,737198134
2497655580,5260536214
981930365,7604338224
4973062641,528590381
5756453245,8721973746
8283436593,1296110481
3101798204,1346474078
567834614,5235827157
1410728758,2377575660
1325598417,746804834
7288956180,529340015
2668872023,8100912180
4699111986,4907049520
981885741,1405965125
1950329421,8269087290
7620081785,6488326388
4049947227,3709006384
1670565731,7904909656
8266003547,8259236133
8195791871,733859004
610912595,4686439295
644617978,1703020947
384142269,1837712828
317994548,7825550632
5413944174,3902520058
754516819,1343050589
1918810100,5264080964
7947138677,1732871835
1519696569,2408377483
2623878084,6351500867
2293380466,606734884
8259183805,4397627458
4718068373,8190479003
3773844435,1737630857
4686439297,8379758669
2587477704,726616735
1984934309,1367439178
35722724,733788139
2426955212,4714905744
2513651034,1687193409
4618050466,6652688938
262774308,8266969395
2735718060,5440633376
734419403,7260188209
754515289,321266422
1598814951,1836367420
746856681,4222115993
528929563,286279242
320894100,5908910504
1767304561,6968757719
4897360828,2473411466
1497364369,2302253595
1808510010,1930705852
5468748049,2720479574
1652481794,754515487
8190479041,606897054
353121703,1590250921
320828941,1293134898
1767284892,5257244879
1765225599,2358646259
1938372883,4354045725
2718713503,607866339
1814086983,605045039
1325523762,1231514670
754401469,734418899
1230360919,1837712804
644614866,6586292630
7937424060,734419486
605309749,2274089885
5442624829,1985434427
5256833719,6364040034
7259089836,734169512
734571015,4489507569
1771676575,2587477706
2619393083,1808623299
754515218,3540580413
325915627,7957509680
733859118,1252212632
2498364555,6077823397
3010473467,1364054033
5884139041,384270746
3447974353,529503816
6391166494,8190434487
2575647207,1734287009
